Period,Payment,Channel,Dest Zone,Remarks,Count,State,Country
Feb W2,STD,APP,NE,M2S,117,ASSAM,India
Feb W2,STD,APP,NE,M2S,185,ASSAM,India
Feb W2,STD,M-Site,NE,M2S,13,MEGHALAYA,India
Feb W2,STD,M-Site,NE,M2S,34,SIKKIM,India
Feb W2,STD,M-Site,NE,M2S,6,TRIPURA,India
Feb W2,STD,M-Site,TIER 1,M2S,15,KARNATAKA,India
Feb W2,STD,M-Site,TIER 1,M2S,19,MADHYA PRADESH,India
Feb W2,STD,M-Site,TIER 1,M2S,26,MADHYA PRADESH,India
Feb W2,STD,PC,TIER 1,M2S,30,MAHARASHTRA,India
Feb W2,STD,PC,TIER 1,M2S,92,PUNJAB,India
Feb W2,STD,PC,TIER 1,M2S,2,PUNJAB,India
Feb W2,STD,PC,TIER 1,M2S,47,RAJASTHAN,India
Feb W2,STD,PC,TIER 1,M2S,34,TAMIL NADU,India
Feb W2,STD,PC,TIER 1,M2S,50,UTTAR PRADESH,India
Feb W3,COD,APP,TIER 1,M2S,492,UTTAR PRADESH,India
Feb W3,COD,APP,TIER 1,M2S,457,UTTAR PRADESH,India
Feb W3,COD,APP,TIER 1,M2S,340,UTTARAKHAND,India
Feb W3,COD,APP,TIER 1,M2S,427,UTTARAKHAND,India
Feb W3,COD,APP,TIER 2,M2S,640,ANDHRA PRADESH,India
Feb W3,COD,APP,TIER 2,M2S,1138,ANDHRA PRADESH,India
Feb W3,COD,M-Site,TIER 2,M2S,92,BIHAR,India
Feb W3,COD,M-Site,TIER 2,M2S,99,CHHATTISGARH,India
Feb W3,COD,M-Site,TIER 2,M2S,57,GOA,India
Feb W3,COD,M-Site,TIER 2,M2S,84,GOA,India
Feb W3,COD,M-Site,TIER 2,M2S,118,HIMACHAL PRADESH,India
Feb W3,COD,M-Site,TIER 2,M2S,202,HIMACHAL PRADESH,India
Feb W3,COD,PC,TIER 2,M2S,65,JHARKHAND,India
Feb W3,COD,PC,TIER 2,M2S,142,KARNATAKA,India
Feb W3,COD,PC,TIER 2,M2S,28,MADHYA PRADESH,India
Feb W3,COD,PC,TIER 2,M2S,88,MAHARASHTRA,India
Feb W3,COD,PC,TIER 2,M2S,82,MAHARASHTRA,India
Feb W3,COD,PC,TIER 2,M2S,132,MAHARASHTRA,India
Feb W3,STD,APP,TIER 2,M2S,74,PUNJAB,India
Feb W3,STD,APP,TIER 2,M2S,183,PUNJAB,India
Feb W3,STD,APP,TIER 2,M2S,31,RAJASTHAN,India
Feb W3,STD,APP,TIER 2,M2S,97,RAJASTHAN,India
Feb W3,STD,APP,TIER 2,M2S,98,TAMIL NADU,India
Feb W3,STD,APP,TIER 2,M2S,203,UTTAR PRADESH,India
Feb W3,STD,M-Site,TIER 2,M2S,18,UTTAR PRADESH,India
Feb W3,STD,M-Site,TIER 2,M2S,26,UTTARAKHAND,India
Feb W3,STD,M-Site,TIER 2,M2S,7,UTTARAKHAND,India
Feb W3,STD,M-Site,TIER 3,M2S,23,ANDHRA PRADESH,India
Feb W3,STD,M-Site,TIER 3,M2S,19,BIHAR,India
Feb W3,STD,M-Site,TIER 3,M2S,24,CHHATTISGARH,India
Feb W3,STD,PC,TIER 3,M2S,26,CHHATTISGARH,India
Feb W3,STD,PC,TIER 3,M2S,103,HARYANA,India
Feb W3,STD,PC,TIER 3,M2S,9,HIMACHAL PRADESH,India
Feb W3,STD,PC,TIER 3,M2S,45,HIMACHAL PRADESH,India
Feb W3,STD,PC,TIER 3,M2S,37,JHARKHAND,India
Feb W3,STD,PC,TIER 3,M2S,69,KARNATAKA,India
Feb W4,COD,APP,TIER 3,M2S,549,KARNATAKA,India
Feb W4,COD,APP,TIER 3,M2S,540,MADHYA PRADESH,India
Feb W4,COD,APP,TIER 3,M2S,417,MAHARASHTRA,India
Feb W4,COD,APP,TIER 3,M2S,455,MAHARASHTRA,India
Feb W4,COD,APP,TIER 3,M2S,744,PONDICHERRY,India
Feb W4,COD,APP,TIER 3,M2S,1397,PONDICHERRY,India
Feb W4,COD,M-Site,TIER 3,M2S,104,PUNJAB,India
Feb W4,COD,M-Site,TIER 3,M2S,117,PUNJAB,India
Feb W4,COD,M-Site,TIER 3,M2S,52,PUNJAB,India
Feb W4,COD,M-Site,TIER 3,M2S,100,RAJASTHAN,India
Feb W4,COD,M-Site,TIER 3,M2S,136,TAMIL NADU,India
Feb W4,COD,M-Site,TIER 3,M2S,230,TAMIL NADU,India
Feb W4,COD,PC,TIER 3,M2S,98,TELANGANA,India
Feb W4,COD,PC,TIER 3,M2S,108,UTTAR PRADESH,India
Feb W4,COD,PC,TIER 3,M2S,40,UTTAR PRADESH,India
Feb W4,COD,PC,TIER 3,M2S,108,UTTARAKHAND,India
Feb W4,COD,PC,TIER 3,M2S,96,UTTARAKHAND,India
Feb W4,COD,PC,EAST,M2S,145,ORISSA,India
Feb W4,STD,APP,EAST,M2S,105,WEST BENGAL,India
Feb W4,STD,APP,METRO,M2S,169,DELHI,India
Feb W4,STD,APP,METRO,M2S,40,DELHI,India
Feb W4,STD,APP,METRO,M2S,115,DELHI,India
Feb W4,STD,APP,METRO,M2S,133,DELHI,India
Feb W4,STD,APP,METRO,M2S,298,HARYANA,India
Feb W4,STD,M-Site,METRO,M2S,15,HARYANA,India
Feb W4,STD,M-Site,METRO,M2S,33,HARYANA,India
Feb W4,STD,M-Site,METRO,M2S,7,HARYANA,India
Feb W4,STD,M-Site,METRO,M2S,29,KARNATAKA,India
Feb W4,STD,M-Site,METRO,M2S,28,KARNATAKA,India
Feb W4,STD,M-Site,METRO,M2S,51,KARNATAKA,India
Feb W4,STD,PC,METRO,M2S,18,KARNATAKA,India
Feb W4,STD,PC,METRO,M2S,85,MAHARASHTRA,India
Feb W4,STD,PC,METRO,M2S,8,MAHARASHTRA,India
Feb W4,STD,PC,METRO,M2S,52,MAHARASHTRA,India
Feb W4,STD,PC,METRO,M2S,37,MAHARASHTRA,India
Feb W4,STD,PC,METRO,M2S,69,TAMIL NADU,India
Jan W1,COD,APP,METRO,M2S,901,TAMIL NADU,India
Jan W1,COD,APP,METRO,M2S,982,TELANGANA,India
Jan W1,COD,APP,METRO,M2S,437,TELANGANA,India
Jan W1,COD,APP,METRO,M2S,884,UTTAR PRADESH,India
Jan W1,COD,APP,NE,M2S,1176,ASSAM,India
Jan W1,COD,APP,NE,M2S,2140,MEGHALAYA,India
Jan W1,COD,M-Site,NE,M2S,38,MIZORAM,India
Jan W1,COD,M-Site,NE,M2S,57,SIKKIM,India
Jan W1,COD,M-Site,NE,M2S,21,TRIPURA,India
Jan W1,COD,M-Site,TIER 1,M2S,56,ANDHRA PRADESH,India
Jan W1,COD,M-Site,TIER 1,M2S,54,KARNATAKA,India
Jan W1,COD,M-Site,TIER 1,M2S,127,KERALA,India
Jan W1,COD,PC,TIER 1,M2S,22,KERALA,India
Jan W1,COD,PC,TIER 1,M2S,36,MADHYA PRADESH,India
Jan W1,COD,PC,TIER 1,M2S,9,MADHYA PRADESH,India
Jan W1,COD,PC,TIER 1,M2S,29,MAHARASHTRA,India
Jan W1,COD,PC,TIER 1,M2S,42,MAHARASHTRA,India
Jan W1,COD,PC,TIER 1,M2S,48,MAHARASHTRA,India
Jan W1,STD,APP,TIER 1,M2S,119,PUNJAB,India
Jan W1,STD,APP,TIER 1,M2S,402,PUNJAB,India
Jan W1,STD,APP,TIER 1,M2S,26,RAJASTHAN,India
Jan W1,STD,APP,TIER 1,M2S,285,RAJASTHAN,India
Jan W1,STD,APP,TIER 1,M2S,206,TAMIL NADU,India
Jan W1,STD,APP,TIER 1,M2S,330,TELANGANA,India
Jan W1,STD,M-Site,TIER 1,M2S,6,UTTAR PRADESH,India
Jan W1,STD,M-Site,TIER 1,M2S,25,UTTAR PRADESH,India
Jan W1,STD,M-Site,TIER 1,M2S,3,UTTAR PRADESH,India
Jan W1,STD,M-Site,TIER 1,M2S,18,UTTARAKHAND,India
Jan W1,STD,M-Site,TIER 1,M2S,17,UTTARAKHAND,India
Jan W1,STD,M-Site,TIER 2,M2S,24,ANDHRA PRADESH,India
Jan W1,STD,PC,TIER 2,M2S,17,ANDHRA PRADESH,India
Jan W1,STD,PC,TIER 2,M2S,122,BIHAR,India
Jan W1,STD,PC,TIER 2,M2S,2,CHHATTISGARH,India
Jan W1,STD,PC,TIER 2,M2S,65,CHHATTISGARH,India
Jan W1,STD,PC,TIER 2,M2S,42,DADRA & NAGAR HAVELI,India
Jan W1,STD,PC,TIER 2,M2S,41,GOA,India
Jan W2,COD,APP,TIER 2,M2S,952,HARYANA,India
Jan W2,COD,APP,TIER 2,M2S,1070,HARYANA,India
Jan W2,COD,APP,TIER 2,M2S,424,HIMACHAL PRADESH,India
Jan W2,COD,APP,TIER 2,M2S,938,JHARKHAND,India
Jan W2,COD,APP,TIER 2,M2S,1249,KARNATAKA,India
Jan W2,COD,APP,TIER 2,M2S,2004,KARNATAKA,India
Jan W2,COD,M-Site,TIER 2,M2S,50,KERALA,India
Jan W2,COD,M-Site,TIER 2,M2S,84,MADHYA PRADESH,India
Jan W2,COD,M-Site,TIER 2,M2S,17,MAHARASHTRA,India
Jan W2,COD,M-Site,TIER 2,M2S,63,MAHARASHTRA,India
Jan W2,COD,M-Site,TIER 2,M2S,101,PUNJAB,India
Jan W2,COD,M-Site,TIER 2,M2S,96,PUNJAB,India
Jan W2,COD,PC,TIER 2,M2S,28,RAJASTHAN,India
Jan W2,COD,PC,TIER 2,M2S,46,RAJASTHAN,India
Jan W2,COD,PC,TIER 2,M2S,4,TAMIL NADU,India
Jan W2,COD,PC,TIER 2,M2S,36,TAMIL NADU,India
Jan W2,COD,PC,TIER 2,M2S,40,UTTAR PRADESH,India
Jan W2,COD,PC,TIER 2,M2S,36,UTTAR PRADESH,India
Jan W2,STD,APP,TIER 2,M2S,137,UTTARAKHAND,India
Jan W2,STD,APP,TIER 2,M2S,567,UTTARAKHAND,India
Jan W2,STD,APP,TIER 3,M2S,31,ANDHRA PRADESH,India
Jan W2,STD,APP,TIER 3,M2S,310,ANDHRA PRADESH,India
Jan W2,STD,APP,TIER 3,M2S,258,BIHAR,India
Jan W2,STD,APP,TIER 3,M2S,356,CHHATTISGARH,India
Jan W2,STD,M-Site,TIER 3,M2S,6,DAMAN & DIU,India
Jan W2,STD,M-Site,TIER 3,M2S,43,HARYANA,India
Jan W2,STD,M-Site,TIER 3,M2S,1,HARYANA,India
Jan W2,STD,M-Site,TIER 3,M2S,26,HARYANA,India
Jan W2,STD,M-Site,TIER 3,M2S,18,HIMACHAL PRADESH,India
Jan W2,STD,M-Site,TIER 3,M2S,21,HIMACHAL PRADESH,India
Jan W2,STD,PC,TIER 3,M2S,16,JHARKHAND,India
Jan W2,STD,PC,TIER 3,M2S,123,KARNATAKA,India
Jan W2,STD,PC,TIER 3,M2S,1,KARNATAKA,India
Jan W2,STD,PC,TIER 3,M2S,71,KERALA,India
Jan W2,STD,PC,TIER 3,M2S,43,KERALA,India
Jan W2,STD,PC,TIER 3,M2S,49,MADHYA PRADESH,India
Jan W3,COD,APP,TIER 3,M2S,935,MAHARASHTRA,India
Jan W3,COD,APP,TIER 3,M2S,1020,MAHARASHTRA,India
Jan W3,COD,APP,TIER 3,M2S,504,MAHARASHTRA,India
Jan W3,COD,APP,TIER 3,M2S,931,MAHARASHTRA,India
Jan W3,COD,APP,TIER 3,M2S,1146,PUNJAB,India
Jan W3,COD,APP,TIER 3,M2S,1982,PUNJAB,India
Jan W3,COD,M-Site,TIER 3,M2S,55,RAJASTHAN,India
Jan W3,COD,M-Site,TIER 3,M2S,58,RAJASTHAN,India
Jan W3,COD,M-Site,TIER 3,M2S,21,TAMIL NADU,India
Jan W3,COD,M-Site,TIER 3,M2S,48,UTTAR PRADESH,India
Jan W3,COD,M-Site,TIER 3,M2S,77,UTTAR PRADESH,India
Jan W3,COD,M-Site,TIER 3,M2S,124,UTTARAKHAND,India
Jan W3,COD,PC,TIER 3,M2S,27,UTTARAKHAND,India
Jan W3,COD,PC,EAST,M2S,40,WEST BENGAL,India
Jan W3,COD,PC,METRO,M2S,13,DELHI,India
Jan W3,COD,PC,METRO,M2S,35,DELHI,India
Jan W3,COD,PC,METRO,M2S,35,DELHI,India
Jan W3,COD,PC,METRO,M2S,65,HARYANA,India
Jan W3,STD,APP,METRO,M2S,146,HARYANA,India
Jan W3,STD,APP,METRO,M2S,466,KARNATAKA,India
Jan W3,STD,APP,METRO,M2S,41,KARNATAKA,India
Jan W3,STD,APP,METRO,M2S,261,MAHARASHTRA,India
Jan W3,STD,APP,METRO,M2S,261,MAHARASHTRA,India
Jan W3,STD,APP,METRO,M2S,342,MAHARASHTRA,India
Jan W3,STD,M-Site,METRO,M2S,12,TAMIL NADU,India
Jan W3,STD,M-Site,METRO,M2S,21,TELANGANA,India
Jan W3,STD,M-Site,METRO,M2S,5,TELANGANA,India
Jan W3,STD,M-Site,NE,M2S,19,ASSAM,India
Jan W3,STD,M-Site,NE,M2S,26,SIKKIM,India
Jan W3,STD,M-Site,NE,M2S,25,TRIPURA,India
Jan W3,STD,PC,TIER 1,M2S,22,KARNATAKA,India
Jan W3,STD,PC,TIER 1,M2S,111,KERALA,India
Jan W3,STD,PC,TIER 1,M2S,3,KERALA,India
Jan W3,STD,PC,TIER 1,M2S,65,MAHARASHTRA,India
Jan W3,STD,PC,TIER 1,M2S,26,MAHARASHTRA,India
Jan W3,STD,PC,TIER 1,M2S,40,PUNJAB,India
Jan W4,COD,APP,TIER 1,M2S,1044,TAMIL NADU,India
Jan W4,COD,APP,TIER 1,M2S,1009,TELANGANA,India
Jan W4,COD,APP,TIER 1,M2S,686,UTTAR PRADESH,India
Jan W4,COD,APP,TIER 1,M2S,912,UTTAR PRADESH,India
Jan W4,COD,APP,TIER 1,M2S,1391,UTTAR PRADESH,India
Jan W4,COD,APP,TIER 2,M2S,2437,ANDHRA PRADESH,India
Jan W4,COD,M-Site,TIER 2,M2S,41,CHHATTISGARH,India
Jan W4,COD,M-Site,TIER 2,M2S,58,DADRA & NAGAR HAVELI,India
Jan W4,COD,M-Site,TIER 2,M2S,39,GOA,India
Jan W4,COD,M-Site,TIER 2,M2S,50,JHARKHAND,India
Jan W4,COD,M-Site,TIER 2,M2S,75,KARNATAKA,India
Jan W4,COD,M-Site,TIER 2,M2S,146,KERALA,India
Jan W4,COD,PC,TIER 2,M2S,39,KERALA,India
Jan W4,COD,PC,TIER 2,M2S,51,MADHYA PRADESH,India
Jan W4,COD,PC,TIER 2,M2S,12,MAHARASHTRA,India
Jan W4,COD,PC,TIER 2,M2S,38,MAHARASHTRA,India
Jan W4,COD,PC,TIER 2,M2S,37,MAHARASHTRA,India
Jan W4,COD,PC,TIER 2,M2S,84,PUNJAB,India
Jan W4,STD,APP,TIER 2,M2S,131,PUNJAB,India
Jan W4,STD,APP,TIER 2,M2S,461,RAJASTHAN,India
Jan W4,STD,APP,TIER 2,M2S,34,TAMIL NADU,India
Jan W4,STD,APP,TIER 2,M2S,246,UTTAR PRADESH,India
Jan W4,STD,APP,TIER 2,M2S,266,UTTAR PRADESH,India
Jan W4,STD,APP,TIER 2,M2S,366,UTTARAKHAND,India
Jan W4,STD,M-Site,TIER 3,M2S,15,BIHAR,India
Jan W4,STD,M-Site,TIER 3,M2S,29,CHHATTISGARH,India
Jan W4,STD,M-Site,TIER 3,M2S,3,HARYANA,India
Jan W4,STD,M-Site,TIER 3,M2S,25,HIMACHAL PRADESH,India
Jan W4,STD,M-Site,TIER 3,M2S,18,HIMACHAL PRADESH,India
Jan W4,STD,M-Site,TIER 3,M2S,29,KARNATAKA,India
Jan W4,STD,PC,TIER 3,M2S,28,KARNATAKA,India
Jan W4,STD,PC,TIER 3,M2S,96,KERALA,India
Jan W4,STD,PC,TIER 3,M2S,3,KERALA,India
Jan W4,STD,PC,TIER 3,M2S,36,MADHYA PRADESH,India
Jan W4,STD,PC,TIER 3,M2S,38,MAHARASHTRA,India
Jan W4,STD,PC,TIER 3,M2S,53,MAHARASHTRA,India
Mar W1,COD,APP,TIER 3,M2S,348,PUNJAB,India
Mar W1,COD,APP,TIER 3,M2S,400,PUNJAB,India
Mar W1,COD,APP,TIER 3,M2S,282,RAJASTHAN,India
Mar W1,COD,APP,TIER 3,M2S,325,TAMIL NADU,India
Mar W1,COD,APP,TIER 3,M2S,479,TELANGANA,India
Mar W1,COD,APP,TIER 3,M2S,895,UTTAR PRADESH,India
Mar W1,COD,M-Site,TIER 3,M2S,54,UTTAR PRADESH,India
Mar W1,COD,M-Site,TIER 3,M2S,72,UTTARAKHAND,India
Mar W1,COD,M-Site,EAST,M2S,58,ORISSA,India
Mar W1,COD,M-Site,EAST,M2S,58,WEST BENGAL,India
Mar W1,COD,M-Site,EAST,M2S,80,WEST BENGAL,India
Mar W1,COD,M-Site,METRO,M2S,171,DELHI,India
Mar W1,COD,PC,METRO,M2S,45,DELHI,India
Mar W1,COD,PC,METRO,M2S,81,DELHI,India
Mar W1,COD,PC,METRO,M2S,20,HARYANA,India
Mar W1,COD,PC,METRO,M2S,59,KARNATAKA,India
Mar W1,COD,PC,METRO,M2S,52,KARNATAKA,India
Mar W1,COD,PC,METRO,M2S,74,KARNATAKA,India
Mar W1,STD,APP,METRO,M2S,61,MAHARASHTRA,India
Mar W1,STD,APP,METRO,M2S,141,MAHARASHTRA,India
Mar W1,STD,APP,METRO,M2S,24,MAHARASHTRA,India
Mar W1,STD,APP,METRO,M2S,84,MAHARASHTRA,India
Mar W1,STD,APP,METRO,M2S,107,TAMIL NADU,India
Mar W1,STD,APP,METRO,M2S,184,TELANGANA,India
Mar W1,STD,M-Site,METRO,M2S,9,TELANGANA,India
Mar W1,STD,M-Site,METRO,M2S,18,TELANGANA,India
Mar W1,STD,M-Site,NE,M2S,2,ASSAM,India
Mar W1,STD,M-Site,NE,M2S,16,MEGHALAYA,India
Mar W1,STD,M-Site,NE,M2S,17,SIKKIM,India
Mar W1,STD,M-Site,NE,M2S,33,TRIPURA,India
Mar W1,STD,PC,TIER 1,M2S,26,ANDHRA PRADESH,India
Mar W1,STD,PC,TIER 1,M2S,96,KARNATAKA,India
Mar W1,STD,PC,TIER 1,M2S,5,KERALA,India
Mar W1,STD,PC,TIER 1,M2S,39,KERALA,India
Mar W1,STD,PC,TIER 1,M2S,22,MADHYA PRADESH,India
Mar W1,STD,PC,TIER 1,M2S,33,MAHARASHTRA,India
Mar W2,COD,APP,TIER 1,M2S,362,MAHARASHTRA,India
Mar W2,COD,APP,TIER 1,M2S,431,MAHARASHTRA,India
Mar W2,COD,APP,TIER 1,M2S,243,PUNJAB,India
Mar W2,COD,APP,TIER 1,M2S,336,RAJASTHAN,India
Mar W2,COD,APP,TIER 1,M2S,473,TAMIL NADU,India
Mar W2,COD,APP,TIER 1,M2S,729,TAMIL NADU,India
Mar W2,COD,M-Site,TIER 1,M2S,99,TELANGANA,India
Mar W2,COD,M-Site,TIER 1,M2S,125,TELANGANA,India
Mar W2,COD,M-Site,TIER 1,M2S,69,UTTAR PRADESH,India
Mar W2,COD,M-Site,TIER 1,M2S,85,UTTAR PRADESH,India
Mar W2,COD,M-Site,TIER 1,M2S,100,UTTAR PRADESH,India
Mar W2,COD,M-Site,TIER 2,M2S,169,ANDHRA PRADESH,India
Mar W2,COD,PC,TIER 2,M2S,81,CHHATTISGARH,India
Mar W2,COD,PC,TIER 2,M2S,136,GOA,India
Mar W2,COD,PC,TIER 2,M2S,23,HIMACHAL PRADESH,India
Mar W2,COD,PC,TIER 2,M2S,74,JHARKHAND,India
Mar W2,COD,PC,TIER 2,M2S,80,KARNATAKA,India
Mar W2,COD,PC,TIER 2,M2S,116,KERALA,India
Mar W2,STD,APP,TIER 2,M2S,72,KERALA,India
Mar W2,STD,APP,TIER 2,M2S,178,MADHYA PRADESH,India
Mar W2,STD,APP,TIER 2,M2S,48,MAHARASHTRA,India
Mar W2,STD,APP,TIER 2,M2S,108,MAHARASHTRA,India
Mar W2,STD,APP,TIER 2,M2S,93,MAHARASHTRA,India
Mar W2,STD,APP,TIER 2,M2S,252,PUNJAB,India
Mar W2,STD,M-Site,TIER 2,M2S,10,PUNJAB,India
Mar W2,STD,M-Site,TIER 2,M2S,31,RAJASTHAN,India
Mar W2,STD,M-Site,TIER 2,M2S,4,RAJASTHAN,India
Mar W2,STD,M-Site,TIER 2,M2S,18,TAMIL NADU,India
Mar W2,STD,M-Site,TIER 2,M2S,20,UTTAR PRADESH,India
Mar W2,STD,M-Site,TIER 2,M2S,38,UTTAR PRADESH,India
Mar W2,STD,PC,TIER 2,M2S,23,UTTARAKHAND,India
Mar W2,STD,PC,TIER 2,M2S,215,UTTARAKHAND,India
Mar W2,STD,PC,TIER 3,M2S,7,ANDHRA PRADESH,India
Mar W2,STD,PC,TIER 3,M2S,48,BIHAR,India
Mar W2,STD,PC,TIER 3,M2S,41,BIHAR,India
Mar W2,STD,PC,TIER 3,M2S,45,CHHATTISGARH,India
Mar W3,COD,APP,TIER 3,M2S,266,DAMAN & DIU,India
Mar W3,COD,APP,TIER 3,M2S,322,HARYANA,India
Mar W3,COD,APP,TIER 3,M2S,214,HARYANA,India
Mar W3,COD,APP,TIER 3,M2S,241,HIMACHAL PRADESH,India
Mar W3,COD,APP,TIER 3,M2S,384,HIMACHAL PRADESH,India
Mar W3,COD,APP,TIER 3,M2S,664,KARNATAKA,India
Mar W3,COD,M-Site,TIER 3,M2S,63,KARNATAKA,India
Mar W3,COD,M-Site,TIER 3,M2S,81,KERALA,India
Mar W3,COD,M-Site,TIER 3,M2S,46,KERALA,India
Mar W3,COD,M-Site,TIER 3,M2S,55,MADHYA PRADESH,India
Mar W3,COD,M-Site,TIER 3,M2S,92,MADHYA PRADESH,India
Mar W3,COD,M-Site,TIER 3,M2S,146,MAHARASHTRA,India
Mar W3,COD,PC,TIER 3,M2S,71,MAHARASHTRA,India
Mar W3,COD,PC,TIER 3,M2S,81,PONDICHERRY,India
Mar W3,COD,PC,TIER 3,M2S,51,PUNJAB,India
Mar W3,COD,PC,TIER 3,M2S,59,PUNJAB,India
Mar W3,COD,PC,TIER 3,M2S,64,RAJASTHAN,India
Mar W3,COD,PC,TIER 3,M2S,102,TAMIL NADU,India
Mar W3,STD,APP,TIER 3,M2S,50,TAMIL NADU,India
Mar W3,STD,APP,TIER 3,M2S,111,UTTAR PRADESH,India
Mar W3,STD,APP,TIER 3,M2S,20,UTTAR PRADESH,India
Mar W3,STD,APP,TIER 3,M2S,60,UTTARAKHAND,India
Mar W3,STD,APP,TIER 3,M2S,59,UTTARAKHAND,India
Mar W3,STD,APP,EAST,M2S,135,ORISSA,India
Mar W3,STD,M-Site,EAST,M2S,7,ORISSA,India
Mar W3,STD,M-Site,EAST,M2S,25,WEST BENGAL,India
Mar W3,STD,M-Site,EAST,M2S,2,WEST BENGAL,India
Mar W3,STD,M-Site,EAST,M2S,10,WEST BENGAL,India
Mar W3,STD,M-Site,METRO,M2S,11,DELHI,India
Mar W3,STD,M-Site,METRO,M2S,15,DELHI,India
Mar W3,STD,PC,METRO,M2S,17,DELHI,India
Mar W3,STD,PC,METRO,M2S,73,DELHI,India
Mar W3,STD,PC,METRO,M2S,4,GUJARAT,India
Mar W3,STD,PC,METRO,M2S,34,GUJARAT,India
Mar W3,STD,PC,METRO,M2S,29,GUJARAT,India
Mar W3,STD,PC,METRO,M2S,32,GUJARAT,India
Apr W1,COD,APP,METRO,M2S,462,HARYANA,India
Apr W1,COD,APP,METRO,M2S,440,HARYANA,India
Apr W1,COD,APP,METRO,M2S,388,HARYANA,India
Apr W1,COD,APP,METRO,M2S,414,HARYANA,India
Apr W1,COD,APP,METRO,M2S,538,KARNATAKA,India
Apr W1,COD,APP,METRO,M2S,1012,KARNATAKA,India
Apr W1,COD,M-Site,METRO,M2S,80,KARNATAKA,India
Apr W1,COD,M-Site,METRO,M2S,110,KARNATAKA,India
Apr W1,COD,M-Site,METRO,M2S,64,MAHARASHTRA,India
Apr W1,COD,M-Site,METRO,M2S,84,MAHARASHTRA,India
Apr W1,COD,M-Site,METRO,M2S,122,MAHARASHTRA,India
Apr W1,COD,M-Site,METRO,M2S,202,MAHARASHTRA,India
Apr W1,COD,PC,METRO,M2S,69,TAMIL NADU,India
Apr W1,COD,PC,METRO,M2S,92,TAMIL NADU,India
Apr W1,COD,PC,METRO,M2S,29,TAMIL NADU,India
Apr W1,COD,PC,METRO,M2S,56,TAMIL NADU,India
Apr W1,COD,PC,METRO,M2S,70,TELANGANA,India
Apr W1,COD,PC,METRO,M2S,104,TELANGANA,India
Apr W1,STD,APP,METRO,M2S,73,TELANGANA,India
Apr W1,STD,APP,METRO,M2S,167,TELANGANA,India
Apr W1,STD,APP,METRO,M2S,27,UTTAR PRADESH,India
Apr W1,STD,APP,METRO,M2S,99,UTTAR PRADESH,India
Apr W1,STD,APP,METRO,M2S,103,UTTAR PRADESH,India
Apr W1,STD,APP,NE,M2S,147,ARUNACHAL PRADESH,India
Apr W1,STD,M-Site,NE,M2S,9,ASSAM,India
Apr W1,STD,M-Site,NE,M2S,19,ASSAM,India
Apr W1,STD,M-Site,NE,M2S,1,MEGHALAYA,India
Apr W1,STD,M-Site,NE,M2S,18,MIZORAM,India
Apr W1,STD,M-Site,NE,M2S,13,MIZORAM,India
Apr W1,STD,M-Site,NE,M2S,18,NAGALAND,India
Apr W1,STD,PC,NE,M2S,13,SIKKIM,India
Apr W1,STD,PC,NE,M2S,61,SIKKIM,India
Apr W1,STD,PC,NE,M2S,7,TRIPURA,India
Apr W1,STD,PC,TIER 1,M2S,31,ANDHRA PRADESH,India
Apr W1,STD,PC,TIER 1,M2S,21,ANDHRA PRADESH,India
Apr W1,STD,PC,TIER 1,M2S,26,CHANDIGARH,India
Apr W2,COD,APP,TIER 1,M2S,469,CHANDIGARH,India
Apr W2,COD,APP,TIER 1,M2S,450,GUJARAT,India
Apr W2,COD,APP,TIER 1,M2S,354,GUJARAT,India
Apr W2,COD,APP,TIER 1,M2S,442,HARYANA,India
Apr W2,COD,APP,TIER 1,M2S,603,HARYANA,India
Apr W2,COD,APP,TIER 1,M2S,1013,KARNATAKA,India
Apr W2,COD,M-Site,TIER 1,M2S,72,KARNATAKA,India
Apr W2,COD,M-Site,TIER 1,M2S,105,MADHYA PRADESH,India
Apr W2,COD,M-Site,TIER 1,M2S,51,MADHYA PRADESH,India
Apr W2,COD,M-Site,TIER 1,M2S,89,MAHARASHTRA,India
Apr W2,COD,M-Site,TIER 1,M2S,108,MAHARASHTRA,India
Apr W2,COD,M-Site,TIER 1,M2S,178,MAHARASHTRA,India
Apr W2,COD,PC,TIER 1,M2S,72,MAHARASHTRA,India
Apr W2,COD,PC,TIER 1,M2S,89,PONDICHERRY,India
Apr W2,COD,PC,TIER 1,M2S,21,PONDICHERRY,India
Apr W2,COD,PC,TIER 1,M2S,85,PUNJAB,India
Apr W2,COD,PC,TIER 1,M2S,69,PUNJAB,India
Apr W2,COD,PC,TIER 1,M2S,106,RAJASTHAN,India
Apr W2,STD,APP,TIER 1,M2S,66,RAJASTHAN,India
Apr W2,STD,APP,TIER 1,M2S,168,RAJASTHAN,India
Apr W2,STD,APP,TIER 1,M2S,20,TAMIL NADU,India
Apr W2,STD,APP,TIER 1,M2S,94,TAMIL NADU,India
Apr W2,STD,APP,TIER 1,M2S,88,TELANGANA,India
Apr W2,STD,APP,TIER 1,M2S,124,TELANGANA,India
Apr W2,STD,M-Site,TIER 1,M2S,6,UTTAR PRADESH,India
Apr W2,STD,M-Site,TIER 1,M2S,19,UTTAR PRADESH,India
Apr W2,STD,M-Site,TIER 1,M2S,1,UTTAR PRADESH,India
Apr W2,STD,M-Site,TIER 1,M2S,20,UTTARAKHAND,India
